,User,Date,Compound,Positive,Neutral,Negative
93,@CNN,Wed Mar 14 01:22:51 +0000 2018,-0.7845,0.0,0.761,0.239
94,@CNN,Wed Mar 14 01:22:51 +0000 2018,0.5859,0.22,0.78,0.0
95,@CNN,Wed Mar 14 01:22:51 +0000 2018,0.0,0.0,1.0,0.0
96,@CNN,Wed Mar 14 01:22:51 +0000 2018,-0.7845,0.0,0.761,0.239
97,@CNN,Wed Mar 14 01:22:51 +0000 2018,-0.7845,0.0,0.761,0.239
98,@CNN,Wed Mar 14 01:22:51 +0000 2018,0.0,0.0,1.0,0.0
99,@CNN,Wed Mar 14 01:22:51 +0000 2018,-0.7845,0.0,0.761,0.239
0,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.0772,0.073,0.843,0.084
1,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
2,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.5859,0.388,0.612,0.0
3,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
4,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.4019,0.0,0.838,0.162
5,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.1027,0.131,0.758,0.111
6,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
7,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4215,0.286,0.714,0.0
8,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.5106,0.136,0.864,0.0
9,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.34,0.0,0.888,0.112
10,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.1027,0.131,0.758,0.111
11,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6312,0.0,0.804,0.196
12,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.4391,0.0,0.884,0.116
13,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
14,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.5267,0.0,0.827,0.173
15,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.2263,0.0,0.894,0.106
16,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
17,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.2924,0.114,0.886,0.0
18,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.8271,0.0,0.58,0.42
19,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.1027,0.131,0.758,0.111
20,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.3612,0.333,0.667,0.0
21,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.1027,0.0,0.865,0.135
22,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4588,0.158,0.842,0.0
23,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.3875,0.0,0.842,0.158
24,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
25,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6249,0.0,0.843,0.157
26,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.5093,0.136,0.864,0.0
27,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.5027,0.161,0.839,0.0
28,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.2263,0.0,0.894,0.106
29,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
30,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.3612,0.106,0.894,0.0
31,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
32,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.296,0.0,0.855,0.145
33,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
34,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.2924,0.114,0.886,0.0
35,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.5256,0.0,0.816,0.184
36,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6597,0.059,0.709,0.232
37,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.2924,0.114,0.886,0.0
38,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.0772,0.073,0.843,0.084
39,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
40,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.3182,0.0,0.796,0.204
41,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
42,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.0772,0.073,0.843,0.084
43,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.2924,0.114,0.886,0.0
44,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.5399,0.0,0.801,0.199
45,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.4019,0.0,0.838,0.162
46,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
47,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.4019,0.0,0.838,0.162
48,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
49,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
50,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.3079,0.069,0.811,0.12
51,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.2228,0.239,0.761,0.0
52,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.4019,0.0,0.722,0.278
53,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
54,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4588,0.158,0.842,0.0
55,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.296,0.235,0.408,0.357
56,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
57,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.1027,0.131,0.758,0.111
58,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.3875,0.0,0.807,0.193
59,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4588,0.158,0.842,0.0
60,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.3612,0.106,0.894,0.0
61,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6249,0.0,0.843,0.157
62,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.9393,0.0,0.536,0.464
63,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.296,0.423,0.577,0.0
64,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.8481,0.0,0.303,0.697
65,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6597,0.059,0.709,0.232
66,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.4019,0.0,0.838,0.162
67,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
68,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6808,0.0,0.152,0.848
69,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.5994,0.0,0.692,0.308
70,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.2263,0.084,0.774,0.142
71,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.743,0.279,0.642,0.079
72,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.4019,0.0,0.838,0.162
73,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
74,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.8271,0.0,0.58,0.42
75,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.1027,0.131,0.758,0.111
76,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
77,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
78,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6705,0.0,0.571,0.429
79,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4588,0.158,0.842,0.0
80,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4404,0.244,0.756,0.0
81,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.8271,0.0,0.58,0.42
82,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6597,0.059,0.709,0.232
83,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
84,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6369,0.0,0.763,0.237
85,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4588,0.158,0.842,0.0
86,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.5684,0.344,0.656,0.0
87,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4939,0.167,0.833,0.0
88,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
89,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4588,0.158,0.842,0.0
90,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
91,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.7351,0.0,0.693,0.307
92,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.8176,0.0,0.627,0.373
93,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
94,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.4588,0.158,0.842,0.0
95,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.1531,0.106,0.763,0.131
96,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
97,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,-0.6633,0.0,0.786,0.214
98,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.743,0.279,0.642,0.079
99,@FoxNews,Wed Mar 14 01:22:45 +0000 2018,0.0,0.0,1.0,0.0
0,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
1,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
2,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
3,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
4,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
5,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
6,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
7,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
8,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
9,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
10,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
11,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.296,0.105,0.828,0.067
12,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.7351,0.383,0.617,0.0
13,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
14,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
15,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.3612,0.131,0.656,0.213
16,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
17,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.128,0.198,0.661,0.14
18,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.6249,0.0,0.549,0.451
19,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
20,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.4404,0.132,0.868,0.0
21,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.3612,0.131,0.656,0.213
22,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.4939,0.174,0.826,0.0
23,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.1779,0.221,0.779,0.0
24,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
25,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
26,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
27,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
28,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
29,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.1072,0.163,0.651,0.186
30,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0258,0.253,0.501,0.245
31,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
32,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
33,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
34,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.5346,0.112,0.679,0.21
35,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.6369,0.0,0.776,0.224
36,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.3612,0.0,0.815,0.185
37,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
38,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
39,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
40,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
41,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.6249,0.267,0.733,0.0
42,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
43,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
44,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4767,0.0,0.744,0.256
45,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.7054,0.0,0.764,0.236
46,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
47,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
48,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
49,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4588,0.0,0.833,0.167
50,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
51,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.34,0.165,0.734,0.101
52,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
53,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.3612,0.152,0.848,0.0
54,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.128,0.198,0.661,0.14
55,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
56,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
57,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
58,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
59,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.5106,0.268,0.732,0.0
60,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
61,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.4404,0.127,0.873,0.0
62,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
63,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.3182,0.108,0.892,0.0
64,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
65,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
66,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
67,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.6892,0.484,0.516,0.0
68,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
69,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
70,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
71,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.0772,0.089,0.809,0.102
72,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.636,0.285,0.715,0.0
73,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
74,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
75,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.516,0.164,0.836,0.0
76,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.3468,0.108,0.892,0.0
77,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.1877,0.106,0.821,0.073
78,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
79,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
80,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
81,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
82,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.296,0.105,0.828,0.067
83,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
84,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
85,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.5255,0.0,0.541,0.459
86,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4588,0.089,0.633,0.278
87,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
88,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
89,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
90,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.34,0.0,0.745,0.255
91,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4404,0.0,0.775,0.225
92,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.128,0.198,0.661,0.14
93,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
94,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
95,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
96,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.0,0.0,1.0,0.0
97,@nytimes,Wed Mar 14 01:21:36 +0000 2018,0.128,0.198,0.661,0.14
98,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.3612,0.131,0.656,0.213
99,@nytimes,Wed Mar 14 01:21:36 +0000 2018,-0.4939,0.0,0.84,0.16
